fromNode	toNode	weight	direction	fromAltName	toAltName
ACAP2	ASH1L	0.069157347295796	undirected	ACAP2	ASH1L
ACAP2	BTN2A2	0.0240268862447462	undirected	ACAP2	BTN2A2
ACAP2	CASC4	0.0375556131510013	undirected	ACAP2	CASC4
ACAP2	CCDC125	0.0373637247425384	undirected	ACAP2	CCDC125
ACAP2	CCNK	0.0516206328978073	undirected	ACAP2	CCNK
ACAP2	DNAJC3	0.0529095084575635	undirected	ACAP2	DNAJC3
ACAP2	EP300	0.0319407615098772	undirected	ACAP2	EP300
ACAP2	EVI2B	0.0253757379592581	undirected	ACAP2	EVI2B
ACAP2	EXOC3	0.0389999605188309	undirected	ACAP2	EXOC3
ACAP2	EXTL3	0.022154175279999	undirected	ACAP2	EXTL3
ACAP2	FOXN2	0.0437191327181828	undirected	ACAP2	FOXN2
ACAP2	FYB1	0.0337832977492641	undirected	ACAP2	NA
ACAP2	JAK1	0.0458983906023538	undirected	ACAP2	JAK1
ACAP2	KIAA0319L	0.0254841640174684	undirected	ACAP2	KIAA0319L
ACAP2	MACF1	0.0363292366488942	undirected	ACAP2	MACF1
ACAP2	MINDY2	0.0277388700082654	undirected	ACAP2	NA
ACAP2	MYO9B	0.037494153234764	undirected	ACAP2	MYO9B
ACAP2	NCOA3	0.0337258379813843	undirected	ACAP2	NCOA3
ACAP2	NPEPPS	0.0225125968584382	undirected	ACAP2	NPEPPS
ACAP2	OSBPL8	0.023843053268749	undirected	ACAP2	OSBPL8
ACAP2	PACS1	0.0389191863880632	undirected	ACAP2	PACS1
ACAP2	PHF2	0.0242784108219143	undirected	ACAP2	PHF2
ACAP2	PHF8	0.0538032268167163	undirected	ACAP2	PHF8
ACAP2	PKN2	0.0280121438810894	undirected	ACAP2	PKN2
ACAP2	PRDM1	0.0295867662361279	undirected	ACAP2	PRDM1
ACAP2	RNF213	0.0302562490350011	undirected	ACAP2	RNF213
ACAP2	SAFB	0.0387920483516927	undirected	ACAP2	SAFB
ACAP2	SETD2	0.0263496003479282	undirected	ACAP2	SETD2
ACAP2	SETX	0.0257392994375738	undirected	ACAP2	SETX
ACAP2	SLC35E3	0.0242766816674298	undirected	ACAP2	SLC35E3
ACAP2	SNRK	0.0214748542752824	undirected	ACAP2	SNRK
ACAP2	SRSF4	0.0227358962891191	undirected	ACAP2	NA
ACAP2	STAG2	0.0371267410147721	undirected	ACAP2	STAG2
ACAP2	TAOK1	0.0494800090514554	undirected	ACAP2	TAOK1
ACAP2	USP3	0.0319222424566773	undirected	ACAP2	USP3
ACAP2	VASP	0.0432851032107151	undirected	ACAP2	VASP
ACAP2	ZNF148	0.0296119726606024	undirected	ACAP2	ZNF148
AGGF1	CEP85L	0.0330310052703352	undirected	AGGF1	NA
AGGF1	RIF1	0.0212257837964441	undirected	AGGF1	RIF1
ANTXR2	CASC4	0.0263545984881934	undirected	ANTXR2	CASC4
ANTXR2	EP300	0.0273504234537147	undirected	ANTXR2	EP300
ANTXR2	EVI2B	0.0211358594420191	undirected	ANTXR2	EVI2B
ANTXR2	FAM160B1	0.0274584555033531	undirected	ANTXR2	FAM160B1
ANTXR2	FYB1	0.0227937111413273	undirected	ANTXR2	NA
ANTXR2	NPEPPS	0.0334154492422717	undirected	ANTXR2	NPEPPS
ANTXR2	SAFB	0.0242202165322285	undirected	ANTXR2	SAFB
ANTXR2	SNRK	0.022717402611677	undirected	ANTXR2	SNRK
ANTXR2	SRSF4	0.0233802292399518	undirected	ANTXR2	NA
ANTXR2	USP3	0.0440325926932864	undirected	ANTXR2	USP3
ANTXR2	ZNF148	0.0211197185583031	undirected	ANTXR2	ZNF148
ASH1L	BTN2A2	0.0507285157017052	undirected	ASH1L	BTN2A2
ASH1L	CASC4	0.0245450623572281	undirected	ASH1L	CASC4
ASH1L	CCNK	0.0493082243335081	undirected	ASH1L	CCNK
ASH1L	DNAJC3	0.0539531652259896	undirected	ASH1L	DNAJC3
ASH1L	EP300	0.0257101724119456	undirected	ASH1L	EP300
ASH1L	EXOC3	0.0248952756681825	undirected	ASH1L	EXOC3
ASH1L	FOXN2	0.0283693979943702	undirected	ASH1L	FOXN2
ASH1L	FYB1	0.0426771455441344	undirected	ASH1L	NA
ASH1L	JAK1	0.0523213520131728	undirected	ASH1L	JAK1
ASH1L	JUN	0.0202847128558571	undirected	ASH1L	JUN
ASH1L	LARP4	0.0306493631158722	undirected	ASH1L	LARP4
ASH1L	MACF1	0.0561005587369177	undirected	ASH1L	MACF1
ASH1L	MYO9B	0.0226913896951303	undirected	ASH1L	MYO9B
ASH1L	NBPF10	0.0300418514090404	undirected	ASH1L	NBPF10
ASH1L	NCOA3	0.0455579782104751	undirected	ASH1L	NCOA3
ASH1L	PACS1	0.0453583086702485	undirected	ASH1L	PACS1
ASH1L	PHF8	0.089021362322881	undirected	ASH1L	PHF8
ASH1L	PRDM1	0.0242259716128155	undirected	ASH1L	PRDM1
ASH1L	RNF213	0.041231477219732	undirected	ASH1L	RNF213
ASH1L	SAFB	0.0386760511699625	undirected	ASH1L	SAFB
ASH1L	SETD2	0.0354149075331959	undirected	ASH1L	SETD2
ASH1L	SRSF4	0.0277599118911015	undirected	ASH1L	NA
ASH1L	STAG2	0.0328230199558406	undirected	ASH1L	STAG2
ASH1L	TAOK1	0.0232074182526589	undirected	ASH1L	TAOK1
ASH1L	VASP	0.02557396435767	undirected	ASH1L	VASP
ASH1L	ZNF148	0.0293264935718387	undirected	ASH1L	ZNF148
BRD3	NPEPPS	0.0211340881205742	undirected	BRD3	NPEPPS
BRD3	PACS1	0.0204271805137738	undirected	BRD3	PACS1
BRD3	ZNF148	0.0215319138042022	undirected	BRD3	ZNF148
BTN2A2	CCNK	0.0252513382650634	undirected	BTN2A2	CCNK
BTN2A2	JAK1	0.0346270928372909	undirected	BTN2A2	JAK1
BTN2A2	LARP4	0.0225875130503397	undirected	BTN2A2	LARP4
BTN2A2	MACF1	0.0338836737026741	undirected	BTN2A2	MACF1
BTN2A2	MYO9B	0.0237903871158324	undirected	BTN2A2	MYO9B
BTN2A2	PHF8	0.0445005717621415	undirected	BTN2A2	PHF8
BTN2A2	RASSF4	0.0291115637996412	undirected	BTN2A2	RASSF4
BTN2A2	RNF213	0.0337852118770913	undirected	BTN2A2	RNF213
BTN2A2	SETD2	0.0271835251253312	undirected	BTN2A2	SETD2
CASC4	CCNK	0.0287039677177283	undirected	CASC4	CCNK
CASC4	DNAJC3	0.0436673211651879	undirected	CASC4	DNAJC3
CASC4	EP300	0.0724960403495138	undirected	CASC4	EP300
CASC4	EVI2B	0.0319200999740588	undirected	CASC4	EVI2B
CASC4	EXTL3	0.02598692528886	undirected	CASC4	EXTL3
CASC4	FYB1	0.0332815179409863	undirected	CASC4	NA
CASC4	JUN	0.0215559306898055	undirected	CASC4	JUN
CASC4	MACF1	0.022366183178534	undirected	CASC4	MACF1
CASC4	NBPF10	0.0288884594632038	undirected	CASC4	NBPF10
CASC4	NPEPPS	0.0370735798012181	undirected	CASC4	NPEPPS
CASC4	PACS1	0.0269847278381038	undirected	CASC4	PACS1
CASC4	PHF8	0.0233472686598803	undirected	CASC4	PHF8
CASC4	PRDM1	0.0302273738087823	undirected	CASC4	PRDM1
CASC4	SAFB	0.047550854392199	undirected	CASC4	SAFB
CASC4	SETD2	0.0606267156586522	undirected	CASC4	SETD2
CASC4	SLC35E3	0.0208625343781822	undirected	CASC4	SLC35E3
CASC4	SNRK	0.0210877217516798	undirected	CASC4	SNRK
CASC4	SRSF4	0.02377720823867	undirected	CASC4	NA
CASC4	TET2	0.0317941288204626	undirected	CASC4	TET2
CASC4	USP3	0.0293029507759872	undirected	CASC4	USP3
CASC4	USP34	0.0261782553051001	undirected	CASC4	USP34
CASC4	ZNF148	0.0257498217483467	undirected	CASC4	ZNF148
CCDC125	DNAJC3	0.0346004744155748	undirected	CCDC125	DNAJC3
CCDC125	EVI2B	0.0255878316133267	undirected	CCDC125	EVI2B
CCDC125	JAK1	0.0209280924286792	undirected	CCDC125	JAK1
CCDC125	MYO9B	0.029324207503752	undirected	CCDC125	MYO9B
CCDC125	NPEPPS	0.0218660201120607	undirected	CCDC125	NPEPPS
