nodeName	altName	nodeAttr[nodesPresent, ]
AP3B1	AP3B1	turquoise
AP3D1	AP3D1	turquoise
AP3M1	AP3M1	turquoise
AP3S2	AP3S2	turquoise
AP4M1	AP4M1	turquoise
AP5B1	NA	turquoise
APBA2	APBA2	turquoise
APBB3	APBB3	turquoise
APC	APC	turquoise
APCDD1	APCDD1	turquoise
APEH	APEH	turquoise
APEX1	APEX1	turquoise
APH1B	APH1B	turquoise
API5	API5	turquoise
APLP2	APLP2	turquoise
APMAP	NA	turquoise
APOBEC3B	APOBEC3B	turquoise
APOBEC3C	APOBEC3C	turquoise
APOBEC3F	APOBEC3F	turquoise
APOH	APOH	turquoise
APOL1	APOL1	turquoise
APOL2	APOL2	turquoise
APOL3	APOL3	turquoise
APOM	APOM	turquoise
APOPT1	NA	turquoise
APP	APP	turquoise
APPL2	APPL2	turquoise
AQP9	AQP9	turquoise
ARCN1	ARCN1	turquoise
ARF3	ARF3	turquoise
ARF4	ARF4	turquoise
ARF5	ARF5	turquoise
ARFGAP2	ARFGAP2	turquoise
ARFRP1	ARFRP1	turquoise
ARHGAP10	ARHGAP10	turquoise
ARHGAP11A	ARHGAP11A	turquoise
ARHGAP15	ARHGAP15	turquoise
ARHGAP17	ARHGAP17	turquoise
ARHGAP19	ARHGAP19	turquoise
ARHGAP24	ARHGAP24	turquoise
ARHGAP25	ARHGAP25	turquoise
ARHGAP26	ARHGAP26	turquoise
ARHGAP27	ARHGAP27	turquoise
ARHGAP27P1	NA	turquoise
ARHGAP30	ARHGAP30	turquoise
ARHGAP31	NA	turquoise
ARHGAP32	NA	turquoise
ARHGAP4	ARHGAP4	turquoise
ARHGEF1	ARHGEF1	turquoise
ARHGEF10	ARHGEF10	turquoise
ARHGEF19	ARHGEF19	turquoise
ARHGEF2	ARHGEF2	turquoise
ARHGEF3	ARHGEF3	turquoise
ARHGEF5	ARHGEF5	turquoise
ARHGEF6	ARHGEF6	turquoise
ARHGEF7	ARHGEF7	turquoise
ARID1A	ARID1A	turquoise
ARIH1	ARIH1	turquoise
ARL11	ARL11	turquoise
ARL17A	NA	turquoise
ARL17B	NA	turquoise
ARL4A	ARL4A	turquoise
ARL5B	ARL5B	turquoise
ARL6IP1	ARL6IP1	turquoise
ARL6IP4	ARL6IP4	turquoise
ARL8A	ARL8A	turquoise
ARMC5	ARMC5	turquoise
ARMC7	ARMC7	turquoise
ARMCX1	ARMCX1	turquoise
ARMCX6	ARMCX6	turquoise
ARNT2	ARNT2	turquoise
ARPC1A	ARPC1A	turquoise
ARPC2	ARPC2	turquoise
ARPC4	ARPC4	turquoise
ARPC5	ARPC5	turquoise
ARRB1	ARRB1	turquoise
ARRDC1	ARRDC1	turquoise
ARRDC2	ARRDC2	turquoise
ARSB	ARSB	turquoise
ASAH1	ASAH1	turquoise
ASAP1	ASAP1	turquoise
ASAP1.IT2	NA	turquoise
ASAP2	ASAP2	turquoise
ASB1	ASB1	turquoise
ASB16	ASB16	turquoise
ASB7	ASB7	turquoise
ASCC3	ASCC3	turquoise
ASMTL	ASMTL	turquoise
ASMTL.AS1	NA	turquoise
ASRGL1	ASRGL1	turquoise
ASTN2	ASTN2	turquoise
ASXL1	ASXL1	turquoise
ATAD1	ATAD1	turquoise
ATAD2	ATAD2	turquoise
ATCAY	ATCAY	turquoise
ATF4	ATF4	turquoise
ATF6	ATF6	turquoise
ATF7IP2	ATF7IP2	turquoise
ATG13	NA	turquoise
ATG14	NA	turquoise
ATG4C	ATG4C	turquoise
ATIC	ATIC	turquoise
ATL1	ATL1	turquoise
ATL2	ATL2	turquoise
ATL3	ATL3	turquoise
ATM	ATM	turquoise
ATP10A	ATP10A	turquoise
ATP13A1	ATP13A1	turquoise
ATP13A2	ATP13A2	turquoise
ATP1A1	ATP1A1	turquoise
ATP1A1.AS1	NA	turquoise
ATP1A3	ATP1A3	turquoise
ATP2A2	ATP2A2	turquoise
ATP2B4	ATP2B4	turquoise
ATP5D	ATP5D	turquoise
ATP5G2	ATP5G2	turquoise
ATP6AP1	ATP6AP1	turquoise
ATP6V0A2	ATP6V0A2	turquoise
ATP6V0B	ATP6V0B	turquoise
ATP6V0D1	ATP6V0D1	turquoise
ATP6V0E1	ATP6V0E1	turquoise
ATP6V1C1	ATP6V1C1	turquoise
ATP6V1E1	ATP6V1E1	turquoise
ATP6V1E2	ATP6V1E2	turquoise
ATP6V1F	ATP6V1F	turquoise
ATP8B2	ATP8B2	turquoise
ATP9A	ATP9A	turquoise
ATPAF1	ATPAF1	turquoise
ATPAF2	ATPAF2	turquoise
ATRIP	ATRIP	turquoise
ATXN10	ATXN10	turquoise
ATXN2	ATXN2	turquoise
ATXN2L	ATXN2L	turquoise
ATXN7	ATXN7	turquoise
ATXN7L1	ATXN7L1	turquoise
ATXN7L3B	NA	turquoise
AUP1	AUP1	turquoise
AURKAIP1	AURKAIP1	turquoise
AVL9	AVL9	turquoise
AZIN1	AZIN1	turquoise
AZIN2	NA	turquoise
B3GALNT2	B3GALNT2	turquoise
B3GALT4	B3GALT4	turquoise
B3GALT5.AS1	NA	turquoise
B3GAT3	B3GAT3	turquoise
B3GNT3	B3GNT3	turquoise
B3GNT5	B3GNT5	turquoise
B3GNT9	B3GNT9	turquoise
B4GALT1	B4GALT1	turquoise
B4GALT5	B4GALT5	turquoise
B9D2	B9D2	turquoise
BAALC	BAALC	turquoise
BABAM2	NA	turquoise
BAG3	BAG3	turquoise
BAGE	BAGE	turquoise
BANP	BANP	turquoise
BAP1	BAP1	turquoise
BARD1	BARD1	turquoise
BASP1	BASP1	turquoise
BASP1.AS1	NA	turquoise
BATF	BATF	turquoise
BAX	BAX	turquoise
BAZ1B	BAZ1B	turquoise
BBS2	BBS2	turquoise
BBS7	BBS7	turquoise
BCAP31	BCAP31	turquoise
BCAS3	BCAS3	turquoise
BCAS4	BCAS4	turquoise
BCL11B	BCL11B	turquoise
BCL2A1	BCL2A1	turquoise
BCL3	BCL3	turquoise
BCL7C	BCL7C	turquoise
BCL9	BCL9	turquoise
BCOR	BCOR	turquoise
BCORL1	BCORL1	turquoise
BCR	BCR	turquoise
BCRP2	NA	turquoise
BDH2	BDH2	turquoise
BECN1	BECN1	turquoise
BEND2	BEND2	turquoise
BEST1	BEST1	turquoise
BFSP2	BFSP2	turquoise
BGLAP	BGLAP	turquoise
BICD1	BICD1	turquoise
BICRAL	NA	turquoise
BIN2	BIN2	turquoise
BIRC5	BIRC5	turquoise
BLCAP	BLCAP	turquoise
BLM	BLM	turquoise
BLOC1S6	NA	turquoise
BLVRA	BLVRA	turquoise
BMF	BMF	turquoise
BMPR1A	BMPR1A	turquoise
BMS1P20	NA	turquoise
BNIP1	BNIP1	turquoise
BNIP3	BNIP3	turquoise
BOD1L1	NA	turquoise
BOK	BOK	turquoise
BOLA1	BOLA1	turquoise
BOLA2B	BOLA2B	turquoise
BRD3OS	NA	turquoise
BRD4	BRD4	turquoise
BRD7P3	BRD7P3	turquoise
BRD8	BRD8	turquoise
BRF2	BRF2	turquoise
BRK1	NA	turquoise
BRMS1	BRMS1	turquoise
BRWD3	BRWD3	turquoise
BST2	BST2	turquoise
BTBD18	NA	turquoise
BTBD6	BTBD6	turquoise
BTBD9	BTBD9	turquoise
BTF3	BTF3	turquoise
BTG1	BTG1	turquoise
BTG2	BTG2	turquoise
BTK	BTK	turquoise
BTNL2	BTNL2	turquoise
BUB3	BUB3	turquoise
BUD23	NA	turquoise
BZW2	BZW2	turquoise
C10orf95	C10orf95	turquoise
C11orf21	C11orf21	turquoise
C11orf24	C11orf24	turquoise
C11orf74	C11orf74	turquoise
C11orf80	C11orf80	turquoise
C11orf84	C11orf84	turquoise
C12orf29	C12orf29	turquoise
C12orf49	C12orf49	turquoise
C12orf76	NA	turquoise
C14orf119	C14orf119	turquoise
C14orf132	C14orf132	turquoise
C14orf2	C14orf2	turquoise
C15orf39	C15orf39	turquoise
C16orf45	C16orf45	turquoise
C16orf54	C16orf54	turquoise
C16orf58	C16orf58	turquoise
C16orf62	C16orf62	turquoise
C16orf74	C16orf74	turquoise
C16orf86	C16orf86	turquoise
C16orf95	NA	turquoise
C17orf100	C17orf100	turquoise
C17orf49	C17orf49	turquoise
C17orf75	C17orf75	turquoise
C17orf80	C17orf80	turquoise
C18orf25	C18orf25	turquoise
C18orf54	C18orf54	turquoise
C19orf12	C19orf12	turquoise
C19orf48	C19orf48	turquoise
C19orf53	C19orf53	turquoise
C19orf66	C19orf66	turquoise
C1D	C1D	turquoise
C1orf109	C1orf109	turquoise
C1orf122	C1orf122	turquoise
C1orf123	C1orf123	turquoise
C1orf159	C1orf159	turquoise
C1orf162	C1orf162	turquoise
C1orf35	C1orf35	turquoise
C1orf43	C1orf43	turquoise
C1orf50	C1orf50	turquoise
C1QA	C1QA	turquoise
C1QB	C1QB	turquoise
C1QTNF3	C1QTNF3	turquoise
C20orf194	C20orf194	turquoise
C20orf196	C20orf196	turquoise
C20orf24	C20orf24	turquoise
C21orf33	C21orf33	turquoise
C21orf91	C21orf91	turquoise
C22orf39	C22orf39	turquoise
C2CD2	C2CD2	turquoise
C2CD2L	C2CD2L	turquoise
C2CD3	C2CD3	turquoise
C2CD4A	NA	turquoise
C2CD4B	NA	turquoise
C2orf15	C2orf15	turquoise
C2orf40	C2orf40	turquoise
C2orf42	C2orf42	turquoise
C2orf68	C2orf68	turquoise
C2orf88	NA	turquoise
C3orf35	C3orf35	turquoise
C5orf24	C5orf24	turquoise
C5orf42	C5orf42	turquoise
C5orf56	NA	turquoise
C6orf136	C6orf136	turquoise
C6orf226	NA	turquoise
C6orf48	C6orf48	turquoise
C6orf62	C6orf62	turquoise
C6orf89	C6orf89	turquoise
C7orf50	C7orf50	turquoise
C8orf33	C8orf33	turquoise
C8orf76	C8orf76	turquoise
C9orf3	C9orf3	turquoise
C9orf40	C9orf40	turquoise
C9orf64	C9orf64	turquoise
CA2	CA2	turquoise
CA4	CA4	turquoise
CA5A	CA5A	turquoise
CAB39L	CAB39L	turquoise
CABLES2	CABLES2	turquoise
CABYR	CABYR	turquoise
CACNA2D4	CACNA2D4	turquoise
CACNB1	CACNB1	turquoise
CACNB3	CACNB3	turquoise
CACNG8	CACNG8	turquoise
CACUL1	NA	turquoise
CAD	CAD	turquoise
CALCOCO1	CALCOCO1	turquoise
CALD1	CALD1	turquoise
CALML3	CALML3	turquoise
CALR	CALR	turquoise
CALU	CALU	turquoise
CAMK2D	CAMK2D	turquoise
CAMK2N1	CAMK2N1	turquoise
CAMK4	CAMK4	turquoise
CAMKK2	CAMKK2	turquoise
CAMSAP1	CAMSAP1	turquoise
CAMTA1	CAMTA1	turquoise
CAMTA2	CAMTA2	turquoise
CAND1	CAND1	turquoise
CANT1	CANT1	turquoise
CANX	CANX	turquoise
CAP1	CAP1	turquoise
CAPN1	CAPN1	turquoise
CAPN10	CAPN10	turquoise
CAPN12	CAPN12	turquoise
CAPN2	CAPN2	turquoise
CAPNS1	CAPNS1	turquoise
CAPRIN1	CAPRIN1	turquoise
CAPRIN2	CAPRIN2	turquoise
CAPS2	CAPS2	turquoise
CAPZA1	CAPZA1	turquoise
CAPZB	CAPZB	turquoise
CARD11	CARD11	turquoise
CARD16	CARD16	turquoise
CARS2	CARS2	turquoise
CASC15	NA	turquoise
CASD1	CASD1	turquoise
CASP3	CASP3	turquoise
CASP6	CASP6	turquoise
CASP8	CASP8	turquoise
CASP9	CASP9	turquoise
CASZ1	CASZ1	turquoise
CBFA2T2	CBFA2T2	turquoise
CBFA2T3	CBFA2T3	turquoise
CBFB	CBFB	turquoise
CBL	CBL	turquoise
CBLB	CBLB	turquoise
CBR1	CBR1	turquoise
CBR3	CBR3	turquoise
CBWD6	CBWD6	turquoise
CBX6	CBX6	turquoise
CBX8	CBX8	turquoise
CBY1	CBY1	turquoise
CC2D1A	CC2D1A	turquoise
CC2D2B	CC2D2B	turquoise
CCAR2	NA	turquoise
CCDC107	CCDC107	turquoise
CCDC115	CCDC115	turquoise
CCDC117	CCDC117	turquoise
CCDC142	CCDC142	turquoise
CCDC144NL	NA	turquoise
CCDC151	CCDC151	turquoise
CCDC180	NA	turquoise
CCDC22	CCDC22	turquoise
CCDC28B	CCDC28B	turquoise
CCDC3	CCDC3	turquoise
CCDC32	NA	turquoise
CCDC43	CCDC43	turquoise
CCDC50	CCDC50	turquoise
CCDC69	CCDC69	turquoise
CCDC71	CCDC71	turquoise
CCDC71L	NA	turquoise
CCDC80	CCDC80	turquoise
CCDC88B	CCDC88B	turquoise
CCDC9	CCDC9	turquoise
CCDC92	CCDC92	turquoise
CCDC94	CCDC94	turquoise
CCM2	CCM2	turquoise
CCND3	CCND3	turquoise
CCNG1	CCNG1	turquoise
CCNL2	CCNL2	turquoise
CCNT2	CCNT2	turquoise
CCNY	CCNY	turquoise
CCPG1	CCPG1	turquoise
CCR4	CCR4	turquoise
CCR5	CCR5	turquoise
CCRL2	CCRL2	turquoise
CCSAP	NA	turquoise
CCT4	CCT4	turquoise
CCT8	CCT8	turquoise
CCZ1	NA	turquoise
CD101	NA	turquoise
CD151	CD151	turquoise
CD177	CD177	turquoise
CD1A	CD1A	turquoise
CD1C	CD1C	turquoise
CD1D	CD1D	turquoise
CD2	CD2	turquoise
CD209	CD209	turquoise
CD247	CD247	turquoise
CD2BP2	CD2BP2	turquoise
CD300C	CD300C	turquoise
CD300LG	CD300LG	turquoise
CD36	CD36	turquoise
CD38	CD38	turquoise
CD3G	CD3G	turquoise
CD44	CD44	turquoise
CD48	CD48	turquoise
CD59	CD59	turquoise
CD63	CD63	turquoise
CD68	CD68	turquoise
CD7	CD7	turquoise
CD81	CD81	turquoise
CD82	CD82	turquoise
CD8A	CD8A	turquoise
CD99L2	CD99L2	turquoise
CDC123	CDC123	turquoise
CDC25B	CDC25B	turquoise
CDC37	CDC37	turquoise
CDC42	CDC42	turquoise
CDC42SE1	CDC42SE1	turquoise
CDC42SE2	CDC42SE2	turquoise
CDCA4	CDCA4	turquoise
CDCA5	CDCA5	turquoise
CDH23	CDH23	turquoise
CDH26	CDH26	turquoise
CDHR1	NA	turquoise
CDIPT	CDIPT	turquoise
CDK1	NA	turquoise
CDK10	CDK10	turquoise
CDK16	NA	turquoise
CDK2	CDK2	turquoise
CDK2AP2	CDK2AP2	turquoise
CDK5	CDK5	turquoise
CDK5RAP3	CDK5RAP3	turquoise
CDK6	CDK6	turquoise
CDK8	CDK8	turquoise
CDKAL1	CDKAL1	turquoise
CDKN2A	CDKN2A	turquoise
CDKN2AIPNL	CDKN2AIPNL	turquoise
CDR2	CDR2	turquoise
CDRT4	CDRT4	turquoise
CDV3	CDV3	turquoise
CEACAM21	CEACAM21	turquoise
CEACAM4	CEACAM4	turquoise
CEBPA	CEBPA	turquoise
CEBPB	CEBPB	turquoise
CEBPE	CEBPE	turquoise
CEBPG	CEBPG	turquoise
CELF1	NA	turquoise
CELF2	NA	turquoise
CELSR3	CELSR3	turquoise
CENPBD1P1	NA	turquoise
CENPE	CENPE	turquoise
CENPO	CENPO	turquoise
CENPP	CENPP	turquoise
CENPV	CENPV	turquoise
CENPX	NA	turquoise
CEP152	CEP152	turquoise
CEP162	NA	turquoise
CEP164	CEP164	turquoise
CEP250	CEP250	turquoise
CEP55	CEP55	turquoise
CEP68	CEP68	turquoise
CEP70	CEP70	turquoise
CEP72	CEP72	turquoise
CERS2	NA	turquoise
CERS5	NA	turquoise
CERS6	NA	turquoise
CES1	CES1	turquoise
CES3	CES3	turquoise
CFAP20	NA	turquoise
CFL1	CFL1	turquoise
CFL1P1	NA	turquoise
CFP	CFP	turquoise
CGGBP1	CGGBP1	turquoise
CGRRF1	CGRRF1	turquoise
CHAF1B	CHAF1B	turquoise
CHAMP1	NA	turquoise
CHAT	CHAT	turquoise
CHCHD2	CHCHD2	turquoise
CHCHD3	CHCHD3	turquoise
CHCHD4	CHCHD4	turquoise
CHD7	CHD7	turquoise
CHD9	CHD9	turquoise
CHFR	CHFR	turquoise
CHI3L1	CHI3L1	turquoise
CHIC2	CHIC2	turquoise
CHID1	CHID1	turquoise
CHM	CHM	turquoise
CHMP2A	CHMP2A	turquoise
CHMP4A	CHMP4A	turquoise
CHN1	CHN1	turquoise
CHP1	NA	turquoise
CHPF2	NA	turquoise
CHRD	CHRD	turquoise
CHST11	CHST11	turquoise
CHST14	CHST14	turquoise
CHST7	CHST7	turquoise
CHTOP	NA	turquoise
CIAO1	CIAO1	turquoise
CIB1	CIB1	turquoise
CIDEB	CIDEB	turquoise
CIDEC	CIDEC	turquoise
CIITA	CIITA	turquoise
CIR1	NA	turquoise
CIRBP	CIRBP	turquoise
CITED2	CITED2	turquoise
CKAP5	CKAP5	turquoise
CKLF	CKLF	turquoise
CLASRP	NA	turquoise
CLBA1	NA	turquoise
CLC	CLC	turquoise
CLCN2	CLCN2	turquoise
CLCN7	CLCN7	turquoise
CLDN23	CLDN23	turquoise
CLDND1	CLDND1	turquoise
CLDND2	CLDND2	turquoise
CLEC10A	CLEC10A	turquoise
CLEC16A	CLEC16A	turquoise
CLEC2D	CLEC2D	turquoise
CLEC4C	CLEC4C	turquoise
CLIC1	CLIC1	turquoise
CLIC3	CLIC3	turquoise
CLIC4	CLIC4	turquoise
CLIC5	CLIC5	turquoise
CLINT1	CLINT1	turquoise
CLIP2	CLIP2	turquoise
CLN3	CLN3	turquoise
CLN5	CLN5	turquoise
CLNS1A	CLNS1A	turquoise
CLP1	CLP1	turquoise
CLPB	CLPB	turquoise
CLPTM1	CLPTM1	turquoise
CLSTN3	CLSTN3	turquoise
CLTA	CLTA	turquoise
CLTC	CLTC	turquoise
CLUAP1	CLUAP1	turquoise
CLYBL	CLYBL	turquoise
CMTM1	CMTM1	turquoise
CMTM3	CMTM3	turquoise
CMTM4	CMTM4	turquoise
CMTM7	CMTM7	turquoise
CMTR1	NA	turquoise
CNBP	CNBP	turquoise
CNDP2	CNDP2	turquoise
CNEP1R1	NA	turquoise
CNMD	NA	turquoise
CNOT1	CNOT1	turquoise
CNOT3	CNOT3	turquoise
CNOT4	CNOT4	turquoise
CNOT8	CNOT8	turquoise
CNOT9	NA	turquoise
CNPY3	CNPY3	turquoise
CNPY4	CNPY4	turquoise
CNTNAP3	CNTNAP3	turquoise
CNTNAP3P2	NA	turquoise
COA3	NA	turquoise
COA7	NA	turquoise
COASY	COASY	turquoise
COG4	COG4	turquoise
COG8	COG8	turquoise
COL6A3	COL6A3	turquoise
COL9A2	COL9A2	turquoise
COMMD1	COMMD1	turquoise
COMMD2	COMMD2	turquoise
COMMD3	COMMD3	turquoise
COMMD4	COMMD4	turquoise
COMMD5	COMMD5	turquoise
COMMD9	COMMD9	turquoise
COMP	COMP	turquoise
COMTD1	COMTD1	turquoise
COPE	COPE	turquoise
COPS6	COPS6	turquoise
COPS7A	COPS7A	turquoise
COPS7B	COPS7B	turquoise
COPS8	COPS8	turquoise
COPZ1	COPZ1	turquoise
COQ10A	COQ10A	turquoise
COQ2	COQ2	turquoise
COQ6	COQ6	turquoise
COQ7	COQ7	turquoise
COX15	COX15	turquoise
COX4I1	COX4I1	turquoise
COX7A1	COX7A1	turquoise
COX7A2L	COX7A2L	turquoise
CPEB2	CPEB2	turquoise
CPEB3	CPEB3	turquoise
CPNE2	CPNE2	turquoise
CPNE3	CPNE3	turquoise
CPOX	CPOX	turquoise
CPQ	NA	turquoise
CPS1.IT1	NA	turquoise
CPSF4	CPSF4	turquoise
CPSF6	CPSF6	turquoise
CPT1A	CPT1A	turquoise
CPT2	CPT2	turquoise
CRACR2A	NA	turquoise
CRADD	CRADD	turquoise
CRCT1	CRCT1	turquoise
CREB3L4	CREB3L4	turquoise
CREBBP	CREBBP	turquoise
CREBL2	CREBL2	turquoise
CRELD2	CRELD2	turquoise
CREM	CREM	turquoise
CRIM1	CRIM1	turquoise
CRIP2	CRIP2	turquoise
CRKL	CRKL	turquoise
CRTAP	CRTAP	turquoise
CRTC2	CRTC2	turquoise
CRTC3	CRTC3	turquoise
CRY2	CRY2	turquoise
CRYGS	CRYGS	turquoise
CRYL1	CRYL1	turquoise
CSAG4	NA	turquoise
CSDC2	CSDC2	turquoise
CSDE1	CSDE1	turquoise
CSE1L	CSE1L	turquoise
CSF1R	CSF1R	turquoise
CSF2RA	CSF2RA	turquoise
CSF2RB	CSF2RB	turquoise
CSGALNACT1	CSGALNACT1	turquoise
CSHL1	CSHL1	turquoise
CSK	CSK	turquoise
CSNK1A1P1	NA	turquoise
CSNK1E	CSNK1E	turquoise
CSNK1G2	CSNK1G2	turquoise
CSNK2A2	CSNK2A2	turquoise
CSNK2B	CSNK2B	turquoise
CSRNP1	NA	turquoise
CST3	CST3	turquoise
CSTF1	CSTF1	turquoise
CTAGE1	CTAGE1	turquoise
CTAGE11P	NA	turquoise
CTAGE15	NA	turquoise
CTAGE4	CTAGE4	turquoise
CTBP1	CTBP1	turquoise
CTBP1.AS2	NA	turquoise
CTBP2	CTBP2	turquoise
CTCF	CTCF	turquoise
CTDSPL	CTDSPL	turquoise
CTNNA1	CTNNA1	turquoise
CTNS	CTNS	turquoise
CTSA	CTSA	turquoise
CTSC	CTSC	turquoise
CTSD	CTSD	turquoise
CTSH	CTSH	turquoise
CTSK	CTSK	turquoise
CTSW	CTSW	turquoise
CTTN	CTTN	turquoise
CUL1	CUL1	turquoise
CUL3	CUL3	turquoise
CUL7	CUL7	turquoise
CUTA	CUTA	turquoise
