fromNode	toNode	weight	direction	fromAltName	toAltName
A4GALT	ADAMTS10	0.0533970672144053	undirected	A4GALT	ADAMTS10
A4GALT	C22orf24	0.0469859988096296	undirected	A4GALT	C22orf24
A4GALT	CDKN2B	0.0277292590975693	undirected	A4GALT	CDKN2B
A4GALT	CLGN	0.0221193678913081	undirected	A4GALT	CLGN
A4GALT	EN1	0.0201615785983207	undirected	A4GALT	EN1
A4GALT	FAM71F1	0.0320651989027644	undirected	A4GALT	FAM71F1
A4GALT	IL11	0.0326634295571337	undirected	A4GALT	IL11
A4GALT	LOC100506990	0.0207869337933485	undirected	A4GALT	NA
A4GALT	LYZL2	0.0207214498369938	undirected	A4GALT	LYZL2
A4GALT	MYH8	0.031576247237062	undirected	A4GALT	MYH8
A4GALT	NREP	0.0234240647747053	undirected	A4GALT	NA
A4GALT	NXPE1	0.0219517823649282	undirected	A4GALT	NA
A4GALT	PAX6	0.0403191081908666	undirected	A4GALT	PAX6
A4GALT	PEAK1	0.0216401396311202	undirected	A4GALT	NA
A4GALT	PLEKHA6	0.0511861365071256	undirected	A4GALT	PLEKHA6
A4GALT	RBBP8NL	0.0310853111236282	undirected	A4GALT	NA
A4GALT	RSPH4A	0.0240671969513752	undirected	A4GALT	NA
A4GALT	SEMA5A	0.0484468638689904	undirected	A4GALT	SEMA5A
A4GALT	SLC8A2	0.0361689552608525	undirected	A4GALT	SLC8A2
A4GALT	TNNT2	0.0333728675197942	undirected	A4GALT	TNNT2
A4GALT	WNT2B	0.0262065773799655	undirected	A4GALT	WNT2B
A4GALT	XAGE2	0.0623152082865885	undirected	A4GALT	NA
A4GALT	ZBTB46	0.0242236131667243	undirected	A4GALT	ZBTB46
ADAMTS10	ANKRD13B	0.0219280839225485	undirected	ADAMTS10	ANKRD13B
ADAMTS10	APLNR	0.0275003263087051	undirected	ADAMTS10	APLNR
ADAMTS10	APOC4	0.0324027993313587	undirected	ADAMTS10	APOC4
ADAMTS10	C22orf24	0.0629910753813616	undirected	ADAMTS10	C22orf24
ADAMTS10	CACNB2	0.027765445555701	undirected	ADAMTS10	CACNB2
ADAMTS10	CDKN2B	0.0571720982337166	undirected	ADAMTS10	CDKN2B
ADAMTS10	CDRT15	0.0211175316350251	undirected	ADAMTS10	CDRT15
ADAMTS10	CLGN	0.0408490190434901	undirected	ADAMTS10	CLGN
ADAMTS10	DKK4	0.0216764392406632	undirected	ADAMTS10	DKK4
ADAMTS10	DMC1	0.0207219336515678	undirected	ADAMTS10	DMC1
ADAMTS10	EN1	0.0430844881452563	undirected	ADAMTS10	EN1
ADAMTS10	FAM71F1	0.0469743110544852	undirected	ADAMTS10	FAM71F1
ADAMTS10	FGF8	0.0221193900618957	undirected	ADAMTS10	FGF8
ADAMTS10	FLJ31356	0.0358172392651162	undirected	ADAMTS10	FLJ31356
ADAMTS10	FOXA1	0.0262032061747761	undirected	ADAMTS10	FOXA1
ADAMTS10	FZD9	0.0235795541772379	undirected	ADAMTS10	FZD9
ADAMTS10	GCM2	0.0305050670986897	undirected	ADAMTS10	GCM2
ADAMTS10	GJC1	0.0283723523635045	undirected	ADAMTS10	GJC1
ADAMTS10	IL11	0.0778079287875568	undirected	ADAMTS10	IL11
ADAMTS10	JSRP1	0.0302977863676189	undirected	ADAMTS10	JSRP1
ADAMTS10	LOC100505912	0.0251161084162962	undirected	ADAMTS10	NA
ADAMTS10	LOC100506990	0.0350577687595527	undirected	ADAMTS10	NA
ADAMTS10	LOC101928303	0.0326040169971183	undirected	ADAMTS10	NA
ADAMTS10	LSMEM2	0.0219408713201732	undirected	ADAMTS10	NA
ADAMTS10	LYZL2	0.0249548902808079	undirected	ADAMTS10	LYZL2
ADAMTS10	MYH8	0.0294203805067841	undirected	ADAMTS10	MYH8
ADAMTS10	NRAV	0.0251141096605826	undirected	ADAMTS10	NA
ADAMTS10	NXPE1	0.0408161311795024	undirected	ADAMTS10	NA
ADAMTS10	PAX6	0.033557883099319	undirected	ADAMTS10	PAX6
ADAMTS10	PCSK4	0.0304054281476065	undirected	ADAMTS10	PCSK4
ADAMTS10	PEAK1	0.0411930374685	undirected	ADAMTS10	NA
ADAMTS10	PHLDA1	0.045608142748045	undirected	ADAMTS10	PHLDA1
ADAMTS10	PLEKHA6	0.0770423399532817	undirected	ADAMTS10	PLEKHA6
ADAMTS10	RALYL	0.0307437825276811	undirected	ADAMTS10	RALYL
ADAMTS10	RBBP8NL	0.0557996448058119	undirected	ADAMTS10	NA
ADAMTS10	RGSL1	0.0286725560377804	undirected	ADAMTS10	RGSL1
ADAMTS10	RSPH4A	0.0550176238195093	undirected	ADAMTS10	NA
ADAMTS10	SCD5	0.0216049599313877	undirected	ADAMTS10	SCD5
ADAMTS10	SCOC.AS1	0.0225858914342059	undirected	ADAMTS10	NA
ADAMTS10	SDK1	0.0342365958737197	undirected	ADAMTS10	SDK1
ADAMTS10	SEC14L3	0.0325492032383263	undirected	ADAMTS10	SEC14L3
ADAMTS10	SEMA5A	0.0622678140345937	undirected	ADAMTS10	SEMA5A
ADAMTS10	SIX5	0.0203643293403483	undirected	ADAMTS10	SIX5
ADAMTS10	SLC23A3	0.0335297308780136	undirected	ADAMTS10	SLC23A3
ADAMTS10	SLC8A2	0.0575855832289794	undirected	ADAMTS10	SLC8A2
ADAMTS10	SOCS7	0.0257029934013545	undirected	ADAMTS10	SOCS7
ADAMTS10	SRGAP3	0.0290614981859253	undirected	ADAMTS10	SRGAP3
ADAMTS10	TCEAL7	0.0395130703849209	undirected	ADAMTS10	TCEAL7
ADAMTS10	THRSP	0.0257887936539899	undirected	ADAMTS10	THRSP
ADAMTS10	TNNT2	0.0521897759902065	undirected	ADAMTS10	TNNT2
ADAMTS10	TNP1	0.0320596802449922	undirected	ADAMTS10	TNP1
ADAMTS10	TTTY5	0.0298025472817908	undirected	ADAMTS10	TTTY5
ADAMTS10	WNT2B	0.0584252014341637	undirected	ADAMTS10	WNT2B
ADAMTS10	XAGE2	0.0521885035758453	undirected	ADAMTS10	NA
ANKRD13B	C22orf24	0.0239186822548713	undirected	ANKRD13B	C22orf24
ANKRD13B	PLEKHA6	0.0244718683185395	undirected	ANKRD13B	PLEKHA6
AOC4P	C22orf24	0.0313858737077998	undirected	NA	C22orf24
AOC4P	PLEKHA6	0.0208881051979732	undirected	NA	PLEKHA6
AOC4P	SLC8A2	0.0205687441806371	undirected	NA	SLC8A2
APLNR	C15orf59	0.0209678494751614	undirected	APLNR	C15orf59
APLNR	PLEKHA6	0.022594971086743	undirected	APLNR	PLEKHA6
APLNR	RBBP8NL	0.0217349410116484	undirected	APLNR	NA
APLNR	SEMA5A	0.0250466300963792	undirected	APLNR	SEMA5A
APLNR	SLC8A2	0.0202677822901335	undirected	APLNR	SLC8A2
APLNR	TNNT2	0.025258552671628	undirected	APLNR	TNNT2
APOC4	C22orf24	0.0379397088021337	undirected	APOC4	C22orf24
APOC4	FAM71F1	0.0224059205580058	undirected	APOC4	FAM71F1
APOC4	FLJ31356	0.0443951105989402	undirected	APOC4	FLJ31356
APOC4	PLEKHA6	0.0426429002545314	undirected	APOC4	PLEKHA6
APOC4	RALYL	0.0252778267117162	undirected	APOC4	RALYL
APOC4	RBBP8NL	0.0234803478210596	undirected	APOC4	NA
APOC4	SIX5	0.0233621548455493	undirected	APOC4	SIX5
APOC4	SLC8A2	0.0348510350671385	undirected	APOC4	SLC8A2
APOC4	TNNT2	0.024747783826117	undirected	APOC4	TNNT2
C15orf59	LACRT	0.027647997926989	undirected	C15orf59	LACRT
C17orf53	C22orf24	0.0275875468935897	undirected	C17orf53	C22orf24
C17orf53	FAM71F1	0.0205865689750564	undirected	C17orf53	FAM71F1
C17orf53	PLEKHA6	0.0230150109219457	undirected	C17orf53	PLEKHA6
C17orf64	C22orf24	0.021280114970472	undirected	C17orf64	C22orf24
C17orf64	NPPC	0.0266733942843513	undirected	C17orf64	NPPC
C17orf64	PLEKHA6	0.0280443727071903	undirected	C17orf64	PLEKHA6
C17orf64	RGSL1	0.022285272570296	undirected	C17orf64	RGSL1
C22orf24	CACNB2	0.0254744921861115	undirected	C22orf24	CACNB2
C22orf24	CASR	0.0256950972356623	undirected	C22orf24	CASR
C22orf24	CDKN2B	0.0416489115468935	undirected	C22orf24	CDKN2B
C22orf24	CDRT15	0.0210868837814174	undirected	C22orf24	CDRT15
C22orf24	CDX4	0.0246276817875541	undirected	C22orf24	CDX4
C22orf24	CLGN	0.0502403482739716	undirected	C22orf24	CLGN
C22orf24	DMC1	0.0398702872738795	undirected	C22orf24	DMC1
C22orf24	EN1	0.0505809548531874	undirected	C22orf24	EN1
C22orf24	FABP6	0.0399779997627701	undirected	C22orf24	FABP6
C22orf24	FAM110D	0.0320608371008593	undirected	C22orf24	NA
C22orf24	FAM71F1	0.0614320152875051	undirected	C22orf24	FAM71F1
C22orf24	FGF8	0.0362857587813292	undirected	C22orf24	FGF8
C22orf24	FLJ31356	0.0211365300854925	undirected	C22orf24	FLJ31356
C22orf24	FOXA1	0.0485593797685101	undirected	C22orf24	FOXA1
C22orf24	GCM2	0.0260383968507685	undirected	C22orf24	GCM2
C22orf24	GJC1	0.0304042623530714	undirected	C22orf24	GJC1
C22orf24	GREB1L	0.02145977167885	undirected	C22orf24	NA
C22orf24	IL11	0.0540567532080272	undirected	C22orf24	IL11
C22orf24	JSRP1	0.0371762019606026	undirected	C22orf24	JSRP1
C22orf24	KCNH5	0.0216753079619668	undirected	C22orf24	KCNH5
C22orf24	LOC100505912	0.0359479102931204	undirected	C22orf24	NA
C22orf24	LOC100506990	0.0231702536205933	undirected	C22orf24	NA
C22orf24	LOC101928303	0.0409294589101205	undirected	C22orf24	NA
C22orf24	LSMEM2	0.0275707812600164	undirected	C22orf24	NA
C22orf24	MYH13	0.0210484763019957	undirected	C22orf24	MYH13
C22orf24	MYH6	0.0288062631762132	undirected	C22orf24	MYH6
C22orf24	MYH8	0.0233110881253015	undirected	C22orf24	MYH8
C22orf24	NPM2	0.0414602043799723	undirected	C22orf24	NPM2
C22orf24	NXPE1	0.063766917057946	undirected	C22orf24	NA
C22orf24	PAX6	0.0277908709064439	undirected	C22orf24	PAX6
C22orf24	PCSK4	0.0327960526816894	undirected	C22orf24	PCSK4
C22orf24	PEAK1	0.0380953869342916	undirected	C22orf24	NA
C22orf24	PHLDA1	0.0283863591285158	undirected	C22orf24	PHLDA1
C22orf24	PLEKHA6	0.0763704353085496	undirected	C22orf24	PLEKHA6
C22orf24	RALYL	0.0438452264538887	undirected	C22orf24	RALYL
C22orf24	RBBP8NL	0.0570526217055161	undirected	C22orf24	NA
C22orf24	RGSL1	0.0283402281511318	undirected	C22orf24	RGSL1
C22orf24	RNF180	0.0222632122372627	undirected	C22orf24	RNF180
C22orf24	RSPH4A	0.0276607625450722	undirected	C22orf24	NA
C22orf24	SCN2B	0.0241746457440472	undirected	C22orf24	SCN2B
C22orf24	SDK1	0.0250084732462443	undirected	C22orf24	SDK1
C22orf24	SEC14L3	0.0385680634308566	undirected	C22orf24	SEC14L3
C22orf24	SEMA5A	0.0481446704442938	undirected	C22orf24	SEMA5A
C22orf24	SIX5	0.026831712541603	undirected	C22orf24	SIX5
C22orf24	SLC23A3	0.0341424481810912	undirected	C22orf24	SLC23A3
C22orf24	SLC8A2	0.0634040748550393	undirected	C22orf24	SLC8A2
